kepid,koi_period,koi_time0bk,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_depth,koi_depth_err1,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_dor,koi_dor_err1,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err2,koi_fwm_stat_sig,koi_disposition
64,20.83762895,132.08488,0.706,0.04,-0.505,2.3734,0.0987,439.0,30.9,5.25789,8.57227,-4.72919,1.42,0.06,89.18,418.0,7.24,1.25,49.4,20.1,0.6656,5.914461,12.130763,14.9,3,67.0,0.1071,4261.0,85.0,-85.0,4.641,0.027,0.633,0.026,-0.029,0.64,-0.029,0.016,CONFIRMED
65,12.4254241,141.5418,0.938,0.033,-0.627,24.98,1.0,379.0,12.3,0.00074,0.00743,-0.00033,2.17,0.53,59.01,755.0,76.9,54.83,1.821,0.871,0.3928,3.85366,14.412345,36.0,1,112.0,0.2632,5853.0,157.0,-192.0,4.529,0.042,0.895,0.216,-0.093,0.99,-0.116,0.0,FALSE POSITIVE
66,8.7396758,136.5829,0.957,0.001,-0.68,3.866,0.266,1430.0,107.0,0.10144,3.31558,-0.02446,3.29,0.26,82.59,577.0,26.17,8.92,7.43,3.7,0.666,4.260325,12.053264,15.6,2,33.0,0.6681,4406.0,154.0,-170.0,4.643,0.044,0.628,0.051,-0.056,0.632,-0.057,0.687,CONFIRMED
67,5.16949729,170.31339,0.235,0.184,-0.235,4.5122,0.0464,211.0,3.5,0.45813,0.05339,-0.09896,2.06,0.31,88.44,1309.0,694.32,294.94,8.65,1.0,0.3354,5.866416,49.771988,66.2,2,265.0,0.6614,6011.0,108.0,-132.0,4.123,0.195,1.409,0.214,-0.294,0.963,-0.082,0.547,CONFIRMED
68,30.9587224,263.3166,0.765,0.194,-0.558,4.411,0.362,342.0,32.1,0.92468,2.86123,-0.83456,2.34,0.72,88.78,686.0,52.49,46.78,36.0,15.9,0.2947,5.454655,9.175908,13.1,1,4.0,0.9814,6525.0,158.0,-226.0,4.381,0.067,1.161,0.361,-0.155,1.183,-0.162,0.0,FALSE POSITIVE
69,183.836254,149.3728,0.956,0.004,-0.68,13.088,0.567,1050.0,70.5,0.04751,1.2676,-0.00047,51.64,8.93,88.75,852.0,124.46,58.93,43.9,21.7,0.4963,6.8211384,7.5808687,15.7,1,4.0,0.7698,4959.0,86.0,-149.0,2.569,0.03,11.963,2.068,-3.102,1.934,-0.84,0.862,FALSE POSITIVE
70,3.273699006,171.2385098,0.733,0.038,-0.022,3.07626,0.00742,6860.0,6.6,0.49173,0.05172,-0.08613,22.36,7.31,83.56,3060.0,20728.79,20023.32,6.531,0.687,0.1733,389.9093,5358.328,1293.1,1,410.0,0.5087,10816.0,304.0,-457.0,4.086,0.22,2.493,0.814,-0.814,2.76,-0.674,0.0,FALSE POSITIVE
71,0.968065631,131.97214,0.518,0.451,-0.299,1.772,0.259,92.5,9.3,1.01042,0.6887,-0.59456,0.68,0.1,81.92,1487.0,1157.58,577.08,3.69,1.3,0.4535,3.2813544,9.257696,14.0,2,1386.0,0.9652,5367.0,160.0,-160.0,4.639,0.032,0.687,0.106,-0.049,0.757,-0.072,0.0,FALSE POSITIVE
72,447.97028,559.6455,0.021,0.41,-0.021,10.857,0.843,513.0,61.5,3.13723,0.08817,-1.69066,2.0,0.62,90.0,230.0,0.67,0.6,321.66,9.0,0.3447,5.8955092,7.3495703,9.2,1,3.0,0.0242,5911.0,159.0,-177.0,4.53,0.05,0.887,0.273,-0.091,0.972,-0.131,0.0,FALSE POSITIVE
73,6.46004728,135.96779,0.828,0.103,-0.607,1.979,0.109,394.0,25.9,1.50481,6.57862,-1.16228,1.8,0.43,86.82,883.0,144.06,105.41,14.92,7.2,0.3728,3.3010538,12.190126,17.0,2,167.0,0.8978,5704.0,169.0,-186.0,4.575,0.04,0.804,0.194,-0.077,0.897,-0.107,0.046,CONFIRMED
74,536.52197,379.6146,0.14,0.325,-0.14,4.458,0.593,294.0,37.8,51.927,5.45008,-43.06438,3.0,0.77,89.99,273.0,1.31,1.04,924.5,97.0,0.5438,6.202469,7.534902,9.7,1,3.0,0.3612,5335.0,176.0,-128.0,3.973,0.48,1.794,0.461,-0.922,1.104,-0.189,0.59,FALSE POSITIVE
75,5.07437786,171.56544,1.21,2.515,-0.11,5.942,0.0836,606.0,8.2,0.00639,0.06102,-0.00062,23.71,6.24,53.96,1008.0,244.04,188.99,2.057,0.982,0.4035,27.39406,103.53328,86.6,1,270.0,0.9813,5661.0,152.0,-152.0,4.48,0.062,0.919,0.242,-0.104,0.929,-0.094,0.0,FALSE POSITIVE
76,173.06929,221.2582,1.1262,0.4818,-0.1481,12.84,2.0,577.0,63.7,0.0102,0.00373,-0.00693,30.29,17.8,87.66,518.0,17.08,31.46,25.28,9.2,0.2359,6.2135533,24.499257999999998,19.9,1,164.0,0.4679,7296.0,221.0,-310.0,4.103,0.124,1.818,1.069,-0.37,1.526,-0.296,0.0,FALSE POSITIVE
77,0.961292561,121.4629897,0.579,0.006,-0.005,4.64294,0.00379,326000.0,131.0,0.35813,0.00482,-0.00273,92.55,28.0,77.11,2344.0,7160.97,6242.58,2.596,0.0349,0.3166,824.67236,4828.945,1703.0,1,1418.0,-1.0,6300.0,158.0,-189.0,4.188,0.195,1.404,0.424,-0.308,1.106,-0.136,0.0,FALSE POSITIVE
78,9.08590495,182.08162,0.978,4.887,-0.036,2.0718,0.0564,2120.0,49.3,0.6715,2.33892,-0.36856,6.28,1.52,86.08,861.0,130.1,95.81,14.31,7.1,0.3238,10.990618,50.46327,50.5,1,99.0,0.5483,5931.0,177.0,-195.0,4.479,0.091,0.866,0.21,-0.113,0.825,-0.063,0.041,FALSE POSITIVE
79,1.25338826,132.6307,0.469,0.475,-0.252,3.828,0.567,44.7,3.7,0.15342,0.32309,-0.06414,0.64,0.08,78.43,1651.0,1750.61,586.89,2.336,0.984,0.4096,3.8813643,12.076575,14.8,1,1076.0,0.5806,5869.0,70.0,-87.0,4.513,0.018,0.942,0.121,-0.035,1.054,-0.063,0.0,FALSE POSITIVE
80,13.78109471,177.852785,0.545,0.08,-0.406,2.3188,0.0267,756.0,7.8,6.11908,3.79996,-0.85389,1.42,0.09,89.21,402.0,6.17,1.39,39.5,12.3,0.3402,22.382406,112.699356,112.8,3,98.0,0.1373,3846.0,77.0,-84.0,4.738,0.052,0.503,0.032,-0.048,0.505,-0.04,0.058,CONFIRMED
81,16.1289679,143.75518,0.968,0.046,-0.684,6.271,0.366,389.0,21.1,0.02158,1.14613,-0.04636,2.94,0.61,81.65,715.0,61.87,34.02,6.67,3.3,0.4695,4.422884,16.902508,21.3,1,86.0,0.1936,5392.0,80.0,-80.0,4.314,0.165,1.087,0.227,-0.185,0.888,-0.035,0.036,CONFIRMED
82,4.320850062,132.4183917,1.087,0.006,-0.07,4.26661,0.00274,75900.0,32.0,0.53718,0.02631,-0.01295,59.16,19.1,82.28,1221.0,524.62,515.8,8.093,0.396,0.3511,614.65356,6209.734,1691.5,1,301.0,0.3053,6098.0,193.0,-236.0,4.384,0.09,1.083,0.35,-0.15,1.034,-0.12,0.0,FALSE POSITIVE
83,11.34436822,172.84392,1.183,23.59,-0.098,5.558,0.133,586.0,13.3,0.01007,3.37301,-0.00137,17.21,3.62,73.19,703.0,57.67,37.46,4.09,2.0,0.398,13.083215,50.695923,52.2,1,119.0,0.8091,5594.0,169.0,-152.0,4.602,0.034,0.752,0.158,-0.056,0.841,-0.089,0.0,FALSE POSITIVE
84,2.974163938,132.49312,0.736,26.85,-0.041,1.7423,0.0347,90300.0,1220.0,6.24606,635.45984,-1.12088,34.74,0.0,87.05,1266.0,605.99,0.0,14.29,7.1,0.4035,14.689193,88.41796,88.6,1,417.0,0.0,5780.0,157.0,-160.0,4.438,0.071,1.0,0.244,-0.111,1.0,-0.097,0.0,FALSE POSITIVE
85,8.4803326,135.8598,0.556,0.412,-0.34,5.918,0.558,35.6,3.9,0.20489,0.275,-0.04848,1.35,0.26,86.53,1390.0,882.07,527.66,9.2,4.1,0.3069,3.4102333,9.09204,11.0,1,128.0,0.3126,6245.0,172.0,-191.0,3.826,0.308,2.179,0.43,-0.736,1.16,-0.217,0.001,FALSE POSITIVE
86,1.686009643,133.060575,0.566,0.311,-0.356,1.1818,0.0309,390.0,9.8,5.2872,3.26109,-3.99394,1.81,0.53,86.5,1442.0,1024.99,866.34,9.26,2.9,0.3928,7.197012,34.93605,48.5,1,790.0,0.906,5783.0,144.0,-158.0,4.539,0.038,0.88,0.258,-0.086,0.977,-0.114,0.0,FALSE POSITIVE
87,37.9102139,162.458419,0.963,0.034,-0.024,3.11152,0.00273,103000.0,59.0,15.17159,0.58804,-0.24359,29.45,2.05,89.47,358.0,3.89,1.06,104.85,4.1,0.5738,576.0454,1997.5936,1065.9,1,26.0,0.5978,4623.0,125.0,-139.0,4.686,0.054,0.56,0.039,-0.043,0.556,-0.027,0.0,FALSE POSITIVE
88,3.411758679,133.18086,1.213,12.11,-0.09,3.158,0.118,571.0,19.2,0.0241,4.26199,-0.00206,14.71,1.42,60.41,684.0,51.85,18.7,2.46,1.2,0.5081,5.0324354,30.408123,35.6,1,398.0,0.2107,3995.0,126.0,-140.0,4.71,0.071,0.561,0.054,-0.081,0.582,-0.088,0.0,FALSE POSITIVE
89,1.8789138,133.06338,0.536,0.075,-0.43,4.279,0.244,30.2,2.1,0.13684,0.15527,-0.00489,1.9,0.47,79.51,3330.0,29112.69,21371.36,2.94,1.1,0.2983,5.8637385,13.470228,17.8,1,714.0,0.7301,8046.0,223.0,-335.0,3.704,0.42,3.339,0.824,-1.648,2.06,-0.504,0.0,FALSE POSITIVE
90,130.1780296,212.032638,0.022,0.144,-0.022,8.4534,0.0213,11600.0,34.3,2.40696,0.0079,-0.13583,10.44,3.22,89.99,367.0,4.31,3.89,129.19,0.424,0.3511,77.47073,203.99986,365.2,3,10.0,0.5976,6046.0,162.0,-198.0,4.486,0.052,0.972,0.3,-0.1,1.053,-0.142,0.0,CONFIRMED
91,2.178150567,171.232233,1.228,0.934,-0.119,3.5065,0.0358,511.0,4.8,0.0181,0.04425,-0.00221,34.19,11.4,42.13,1796.0,2457.28,2349.57,1.656,0.81,0.2687,6.807421,51.929333,131.4,1,616.0,0.8217,6820.0,165.0,-260.0,4.328,0.084,1.254,0.418,-0.179,1.227,-0.17,0.0,FALSE POSITIVE
92,0.66234265,131.714,0.631,0.032,-0.488,1.049,0.145,2360.0,272.0,2.98551,3.86751,-2.74841,5.13,0.0,81.16,2089.0,4499.32,0.0,4.11,1.8,0.4035,3.2564533,9.131409,12.4,1,409.0,0.9981,5780.0,157.0,-160.0,4.438,0.071,1.0,0.244,-0.111,1.0,-0.097,0.0,FALSE POSITIVE
93,37.59406667,168.578815,1.197,0.064,-0.047,8.9943,0.0189,28600.0,75.5,0.20933,0.00354,-0.00435,43.08,10.9,87.26,554.0,22.2,16.47,25.008,0.423,0.3238,189.98488,742.5148,485.8,1,28.0,0.4282,5941.0,159.0,-177.0,4.426,0.124,0.917,0.231,-0.142,0.817,-0.063,0.0,FALSE POSITIVE
94,13.26255423,136.29135,0.943,0.015,-0.654,4.65,0.213,916.0,32.4,0.08783,1.66688,-0.02595,3.55,1.09,84.21,766.0,81.56,75.73,9.35,4.7,0.3511,5.9389105,25.74383,31.4,1,86.0,0.857,5973.0,189.0,-210.0,4.506,0.052,0.935,0.285,-0.095,1.024,-0.129,0.0,FALSE POSITIVE
95,5.082722475,137.26075,0.019,0.309,-0.019,5.9139,0.0494,1970.0,24.5,0.23596,0.0074,-0.04193,4.4,0.0,89.84,1059.0,296.94,0.0,6.856,0.215,0.4035,8.657381,61.00949,95.5,1,261.0,0.6906,5780.0,157.0,-160.0,4.438,0.071,1.0,0.244,-0.111,1.0,-0.097,0.0,FALSE POSITIVE
96,21.0871953,202.858405,0.065,0.033,-0.065,5.92691,0.00815,8890.0,18.3,1.09152,0.007,-0.02183,14.43,2.49,89.87,873.0,137.06,66.74,29.494,0.189,0.3098,71.818825,370.4678,556.2,2,52.0,0.6606,6266.0,125.0,-125.0,4.101,0.182,1.522,0.262,-0.32,1.066,-0.089,0.007,CONFIRMED
97,8.31377304,175.99137,0.002,0.432,-0.002,2.964,0.125,837.0,49.1,2.91336,0.16078,-1.25664,2.74,0.43,89.99,886.0,145.51,64.54,22.0,1.2,0.3661,12.27314,92.30504,19.6,1,157.0,0.1858,5900.0,105.0,-117.0,4.509,0.021,0.951,0.152,-0.045,1.065,-0.074,0.187,CONFIRMED
98,241.647602,325.21488,0.0404,0.4347,-0.0404,1.742,0.303,362.0,72.1,405.11121,135.81107,-307.5242,1.88,0.74,89.95,300.0,1.92,2.23,1077.0,361.0,0.3559,6.2135533,24.499257999999998,5.6,1,164.0,0.4679,5962.0,154.0,-175.0,4.445,0.063,0.989,0.391,-0.104,0.994,-0.115,0.002,FALSE POSITIVE
99,9.97682072,131.76825,0.022,0.429,-0.022,3.4873,0.0931,967.0,35.1,2.15668,0.1527,-0.73627,2.85,0.73,89.94,802.0,97.85,76.43,22.47,1.6,0.4341,8.489154,50.714653,31.3,1,137.0,0.428,5500.0,166.0,-166.0,4.416,0.124,0.928,0.239,-0.147,0.821,-0.065,0.003,CONFIRMED
100,20.47748843,178.66786,0.497,0.015,-0.44,2.8364,0.0419,1380.0,28.2,5.64738,2.93961,-0.00646,2.92,0.35,89.43,530.0,18.65,7.63,50.0,13.0,0.582,10.706917,45.383663,52.7,3,59.0,0.7467,5097.0,152.0,-152.0,4.597,0.025,0.779,0.093,-0.053,0.891,-0.097,0.287,CONFIRMED
101,76.45315813,133.986308,1.26,0.576,-0.186,5.1822,0.0432,9660.0,75.8,0.9129,0.30067,-0.09448,22.89,1.1,88.9,291.0,1.7,0.4,65.6,21.6,0.4228,56.25497,165.07071,151.8,1,19.0,0.5568,4831.0,144.0,-158.0,4.713,0.049,0.54,0.026,-0.035,0.548,-0.022,0.0,FALSE POSITIVE
102,5.54867998,133.9285,0.095,0.363,-0.095,4.665,0.302,68.9,5.0,0.46783,0.39883,-0.18193,0.68,0.05,89.4,882.0,143.26,36.06,9.13,3.9,0.5086,3.0178843,12.058357,15.4,2,240.0,0.1256,5258.0,105.0,-105.0,4.514,0.055,0.835,0.063,-0.057,0.831,-0.042,0.0,FALSE POSITIVE
103,18.78429232,137.88207,0.658,0.008,-0.509,3.1136,0.0994,1010.0,48.3,2.62181,2.91861,-2.04985,2.14,0.08,88.97,433.0,8.3,1.4,36.6,13.6,0.6834,6.344369,26.569523,23.8,2,73.0,0.014,4243.0,84.0,-84.0,4.637,0.027,0.641,0.025,-0.03,0.651,-0.03,0.666,CONFIRMED
104,6.54626149,133.85964,0.644,0.295,-0.438,2.75,0.111,656.0,30.0,1.35056,1.41306,-1.21438,2.19,0.22,87.46,810.0,101.78,31.02,14.52,5.1,0.5256,4.6233773,24.029488,24.8,5,200.0,0.73,5251.0,105.0,-105.0,4.581,0.01,0.817,0.08,-0.029,0.926,-0.064,0.09,CONFIRMED
105,7.01733571,133.90592,0.581,0.021,-0.475,3.567,0.18,256.0,18.2,0.75604,0.84699,-0.04403,1.61,0.5,87.34,984.0,221.46,204.04,12.53,4.7,0.3342,3.2695124,12.549701,15.5,3,152.0,0.0777,6052.0,163.0,-199.0,4.456,0.07,0.967,0.304,-0.121,0.974,-0.117,0.116,CONFIRMED
106,4.783002698,170.508434,0.003,0.425,-0.003,2.335,0.0332,1010.0,16.6,3.45234,0.13866,-0.96665,2.5,0.34,89.99,886.0,145.48,66.39,16.102,0.647,0.5256,7.252221,57.638233,70.6,1,281.0,0.5746,5170.0,155.0,-155.0,4.574,0.026,0.807,0.111,-0.06,0.891,-0.084,0.282,CONFIRMED
107,0.78430061,132.23164,0.659,0.024,-0.542,2.952,0.242,255.0,16.7,0.16809,0.2328,-0.00477,1.14,0.14,68.03,1566.0,1416.91,577.85,1.762,0.813,0.4535,3.0676322,8.5434475,20.5,1,261.0,0.9852,5176.0,154.0,-154.0,4.589,0.077,0.681,0.081,-0.066,0.657,-0.033,0.0,FALSE POSITIVE
108,2.090811305,134.17462,0.746,0.053,-0.521,3.388,0.106,116.0,6.4,0.1588,0.28474,-0.11107,1.62,0.28,77.03,1642.0,1718.04,847.46,3.32,1.5,0.4213,3.535499,14.88052,19.9,5,527.0,0.5003,5739.0,114.0,-103.0,4.191,0.162,1.384,0.242,-0.266,1.083,-0.075,0.007,CONFIRMED
109,7.363572395,138.70442,0.922,0.088,-0.038,5.7545,0.0332,130000.0,677.0,0.54639,0.01995,-0.01652,82.22,27.0,85.45,1287.0,649.25,611.6,11.613,0.424,0.274,423.7528,2238.2502,224.9,1,289.0,-1.0,6793.0,165.0,-259.0,4.208,0.124,1.508,0.495,-0.304,1.346,-0.224,0.0,FALSE POSITIVE
110,3.10762684,132.63359,0.7,0.243,-0.473,2.361,0.122,77.2,5.6,0.77668,1.15101,-0.68125,0.73,0.04,84.53,968.0,207.72,42.5,7.35,3.6,0.582,3.3659344,12.351362,15.6,2,329.0,0.5637,4908.0,98.0,-98.0,4.567,0.028,0.782,0.043,-0.035,0.824,-0.041,0.161,CONFIRMED
111,5.92972237,135.49811,0.048,0.401,-0.048,2.518,0.294,412.0,56.3,3.30245,1.00672,-1.90408,1.92,0.29,89.85,972.0,210.95,83.29,18.31,5.6,0.4191,5.0398316,30.503193,8.9,2,225.0,0.8851,5741.0,78.0,-78.0,4.492,0.03,0.956,0.143,-0.048,1.035,-0.074,0.228,CONFIRMED
112,5.95958637,135.00822,0.26,0.198,-0.259,2.899,0.15,133.0,9.6,1.92585,0.41006,-0.74374,1.02,0.25,89.03,897.0,153.48,111.26,15.35,3.3,0.4785,4.440677,12.840978,16.1,1,224.0,0.8114,5452.0,164.0,-164.0,4.535,0.03,0.9,0.214,-0.071,1.012,-0.11,0.0,CONFIRMED
113,6.63449721,134.16545,1.246,0.525,-0.083,22.982,0.192,919.0,6.9,0.00118,0.00182,-4e-05,85.25,13.7,27.12,1719.0,2067.13,1031.16,1.4,0.54,0.2887,6.501706,18.696188,160.1,1,165.0,0.9074,6487.0,177.0,-177.0,3.696,0.328,2.817,0.451,-1.127,1.439,-0.298,0.0,FALSE POSITIVE
114,0.933747395,131.51671,0.541,0.367,-0.31,4.798,0.214,30.9,1.5,0.068,0.03271,-0.00573,1.24,0.23,68.3,2596.0,10738.05,6345.43,1.463,0.704,0.4288,4.544038,14.474333,26.7,2,1444.0,0.4539,5574.0,168.0,-140.0,3.818,0.287,2.174,0.41,-0.762,1.134,-0.204,0.0,FALSE POSITIVE
115,21.5135234,132.3356,2.441,0.821,-0.302,77.983,0.899,1580.0,12.3,0.00072,0.00091,-0.00028,534.47,107.0,20.29,1006.0,242.54,143.48,2.6,1.1,0.5474,23.669495,63.583965,171.5,1,31.0,0.925,5088.0,128.0,-141.0,3.508,0.187,3.318,0.665,-0.813,1.294,-0.314,0.0,FALSE POSITIVE
116,0.566780836,131.8749,0.005,0.492,-0.005,4.937,0.331,60.9,6.5,0.08015,0.00429,-0.02107,0.75,0.22,89.73,2204.0,5608.62,4985.45,1.1082,0.0593,0.3588,3.5854812,9.262784,18.7,1,2363.0,-1.0,5949.0,184.0,-226.0,4.493,0.05,0.962,0.282,-0.094,1.05,-0.14,0.0,FALSE POSITIVE
117,366.31509,312.1401,0.4314,0.0276,-0.4313,12.41,1.5,336.0,38.3,1.26237,1.14319,-0.57722,2.87,1.45,89.95,353.0,3.65,5.55,207.7,94.0,0.2761,6.2135533,24.499257999999998,13.0,1,164.0,0.4679,6705.0,179.0,-258.0,4.16,0.177,1.524,0.771,-0.366,1.232,-0.21,0.0,FALSE POSITIVE
118,234.6631919,166.0293811,0.029,0.175,-0.178,7.627,0.109,244.0,19.4,4.65,0.0,0.0,1.68,0.53,89.99,328.0,2.73,2.48,238.32073,2.1,0.319,7.6440244,9.309969,5.0,1,4.0,0.0989,6306.0,169.0,-225.0,4.426,0.065,1.076,0.335,-0.134,1.126,-0.154,0.204,FALSE POSITIVE
119,308.185801,306.2132,0.023,0.428,-0.023,3.689,0.294,709.0,86.3,55.52022,8.11622,-28.76002,2.12,0.44,90.0,230.0,0.66,0.44,653.2,95.5,0.4603,6.543375,8.03421,9.5,1,4.0,0.0886,5380.0,187.0,-187.0,4.581,0.025,0.813,0.169,-0.068,0.924,-0.108,0.003,FALSE POSITIVE
120,37.6333868,158.8156,0.338,0.135,-0.338,4.49,0.221,1660.0,98.0,3.3011,1.03154,-1.1492,2.25,0.14,89.69,299.0,1.88,0.4,62.8,19.6,0.6504,5.4066563,12.787113,18.6,5,13.0,0.788,3891.0,70.0,-86.0,4.718,0.018,0.564,0.035,-0.026,0.605,-0.034,0.027,CONFIRMED
121,3.722404453,133.56824,2.375,6.28,-0.379,2.5214,0.0226,55400.0,405.0,3.39206,20.1244,-0.89977,144.2,34.5,79.9,1082.0,323.4,235.63,13.54,6.7,0.3556,140.73878,1533.95,148.9,1,277.0,0.6088,5747.0,173.0,-173.0,4.542,0.063,0.799,0.191,-0.082,0.811,-0.07,0.0,FALSE POSITIVE
122,0.872952088,131.49734,1.1,1.587,-0.038,1.4499,0.0568,137.0,4.1,0.05956,0.49211,-0.00522,25.5,5.64,34.75,3165.0,23715.46,15617.95,1.339,0.651,0.253,4.599537,37.332584,41.6,1,1533.0,0.96,7102.0,192.0,-235.0,3.972,0.221,2.082,0.46,-0.563,1.48,-0.251,0.0,FALSE POSITIVE
123,0.929906166,132.25126,0.102,0.338,-0.101,1.743,0.021,109.0,1.6,1.54821,0.05556,-0.47609,1.48,0.24,88.59,2291.0,6514.57,3148.46,4.136,0.148,0.3534,4.6398687,35.40818,79.7,1,1440.0,0.8991,6039.0,134.0,-121.0,4.169,0.168,1.413,0.234,-0.26,1.075,-0.09,0.017,CONFIRMED
124,0.954873008,131.851983,0.578,0.175,-0.178,1.0613,0.109,33.0,19.4,3.85217,0.0,0.0,0.81,0.17,84.19,2325.0,6913.47,4122.85,5.704879,2.1,0.3268,5.319603,10.583577,1.5,1,1398.0,0.9999,6092.0,164.0,-164.0,4.114,0.28,1.363,0.27,-0.405,0.881,-0.084,0.0,FALSE POSITIVE
125,91.500873,165.67309,0.032,0.405,-0.032,4.842,0.126,705.0,35.8,7.28204,0.42969,-2.64983,1.82,0.13,89.99,310.0,2.18,0.53,147.71,8.7,0.5508,6.7282567,18.661327,22.6,1,14.0,0.1747,5051.0,111.0,-90.0,4.628,0.017,0.706,0.047,-0.03,0.786,-0.062,0.139,CONFIRMED
126,0.566793818,131.8298,0.985,0.006,-0.686,4.929,0.327,100.0,6.5,0.06226,0.11305,-0.00035,1.17,0.32,14.72,2027.0,3972.65,3332.84,1.019,0.462,0.3728,4.300985,11.146606,18.3,1,2015.0,0.7191,5707.0,189.0,-189.0,4.538,0.055,0.828,0.224,-0.09,0.864,-0.09,0.0,FALSE POSITIVE
127,5.36375016,134.65014,0.008,0.448,-0.008,2.94,0.199,114.0,9.3,1.83604,0.5899,-0.75558,1.15,0.17,89.97,1059.0,296.73,114.62,14.08,4.5,0.4695,5.4200745,11.9805565,14.4,4,249.0,0.9152,5553.0,74.0,-74.0,4.33,0.137,1.098,0.161,-0.161,0.941,-0.048,0.096,CONFIRMED
128,83.4887405,188.53792,0.42,0.04,-0.42,6.21,0.163,955.0,40.5,2.43432,1.00318,-0.37476,2.95,0.93,89.75,411.0,6.76,6.4,96.4,39.7,0.3588,7.3958745,18.74674,24.7,2,16.0,0.7612,5910.0,176.0,-193.0,4.505,0.052,0.94,0.297,-0.099,1.032,-0.138,0.002,CONFIRMED
129,4.42535097,134.56312,0.177,0.261,-0.177,3.504,0.106,179.0,9.0,0.86387,0.12237,-0.25405,1.63,0.28,88.95,1240.0,559.22,242.5,9.63,1.4,0.3729,3.8849564,18.67892,22.1,2,230.0,0.0186,5946.0,71.0,-79.0,4.309,0.11,1.223,0.207,-0.155,1.113,-0.085,0.248,CONFIRMED
130,1.867281146,132.07744,1.252,0.582,-0.163,7.495,0.169,701.0,14.4,0.0135,0.02088,-0.00491,31.18,9.19,22.51,1561.0,1405.94,1262.3,1.355,0.524,0.3588,5.2199,22.613558,58.5,1,611.0,0.7666,6117.0,193.0,-236.0,4.457,0.052,1.025,0.302,-0.13,1.095,-0.151,0.0,FALSE POSITIVE
131,2.144632238,133.984128,1.228,0.059,-0.048,6.2701,0.0362,19800.0,76.9,0.04677,0.00247,-0.00233,59.19,18.0,56.9,1736.0,2146.82,1923.32,2.249,0.119,0.3153,117.24942,1522.2762,334.8,1,629.0,0.1422,6296.0,175.0,-219.0,4.24,0.18,1.305,0.396,-0.264,1.076,-0.131,0.0,CONFIRMED
132,6.90522317,137.02059,0.962,0.039,-0.71,3.533,0.162,420.0,13.6,0.06012,2.09132,-0.09545,4.54,1.5,79.6,1343.0,768.55,746.53,5.33,2.6,0.299,13.160629,31.05401,34.4,1,84.0,0.0084,6596.0,184.0,-254.0,4.135,0.153,1.721,0.566,-0.377,1.474,-0.239,0.0,FALSE POSITIVE
133,0.75499096,131.8315,0.322,0.158,-0.322,2.485,0.292,216.0,27.1,0.41657,0.18717,-0.28483,1.39,0.4,82.05,1949.0,3403.34,2835.72,2.32,1.0,0.4035,3.63184,8.323881,9.9,1,227.0,0.3922,5743.0,156.0,-173.0,4.466,0.078,0.946,0.268,-0.115,0.953,-0.103,0.0,FALSE POSITIVE
134,459.23193,192.7716,0.8765,0.0098,-0.6127,17.722,0.623,419.0,27.2,0.10069,0.68149,-0.05762,2.64,0.89,89.38,265.0,1.17,1.16,103.9,50.2,0.3244,6.2135533,24.499257999999998,19.5,1,164.0,0.4679,6067.0,158.0,-173.0,4.307,0.157,1.116,0.377,-0.19,0.922,-0.093,0.057,FALSE POSITIVE
135,17.30795548,176.94326,0.0,0.422,0.0,5.1126,0.0763,633.0,14.2,1.16924,0.04329,-0.34232,3.56,0.57,90.0,815.0,104.37,44.41,26.455,0.979,0.4641,6.224173,36.02527,46.4,3,77.0,0.5482,5565.0,83.0,-66.0,4.117,0.201,1.439,0.229,-0.315,0.989,-0.068,0.672,CONFIRMED
136,94.886902,214.82879,0.982,40.04,-0.023,6.923,0.333,642.0,29.6,0.08569,4.58506,-0.06561,4.24,0.69,88.37,429.0,7.99,3.62,34.4,17.1,0.3511,9.917136,19.497467,25.5,4,14.0,0.413,5888.0,106.0,-117.0,4.342,0.115,1.097,0.179,-0.146,0.966,-0.068,0.832,CONFIRMED
137,6.238315363,134.3054225,0.707,0.175,-0.178,2.501,0.109,82.9,19.4,1.26305,0.0,0.0,0.7,0.05,87.05,746.0,73.27,16.19,13.74778,2.1,0.5684,5.2417016,10.042057,5.3,3,206.0,0.2626,4914.0,98.0,-98.0,4.61,0.018,0.724,0.045,-0.03,0.783,-0.046,0.0,FALSE POSITIVE
138,14.62709685,136.23467,0.945,0.017,-0.719,4.097,0.107,396.0,18.2,0.11063,2.35798,-0.03924,2.7,0.39,84.97,736.0,69.31,28.94,10.78,5.3,0.4785,4.378691,15.998437,22.7,4,63.0,0.2256,5527.0,111.0,-111.0,4.376,0.099,1.054,0.152,-0.11,0.964,-0.047,0.024,CONFIRMED
