kepid,koi_period,koi_time0bk,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_depth,koi_depth_err1,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_dor,koi_dor_err1,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err2,koi_fwm_stat_sig,koi_disposition
4637,17.416809424013834,135.2867326842469,0.6531894054478452,0.26083308014740714,-0.4440473513619613,2.1584028051210624,0.07368002128104281,768.6348120733927,34.63932949206726,7.795066295795377,9.06437543681573,-6.4184679178140565,2.4371027042941926,0.1,89.22170161079949,581.5569735459093,27.032646608076302,4.139550288094955,49.69887319956564,19.21757824787622,0.5749504000785135,4.648619378709055,20.579587110546427,26.006573467395782,3,74.3731894968772,0.7907479288943735,5025.874810110556,82.90529727607743,-74.95264863803872,4.494331459533729,0.07676324319019358,0.8374317836564645,0.03295264863803872,-0.0657158918282323,0.7975738377423485,-0.026142054085883847,0.5967247544544015,CONFIRMED
4638,3.015083345211756,167.35832504071212,0.7741998653505351,0.06970124869778335,-0.5744797616939142,3.4360050007682243,0.042465289626527264,287.60571504843494,5.097779273882943,0.3077091524417461,0.4337646627877938,-0.12801630523625662,2.8985426945514305,0.9700821244400161,79.40588704552596,1659.1481606156913,1788.3510762423261,1747.7548229333852,4.336066372799337,1.863127461193856,0.3008976284899494,5.468887206694122,51.02348951565364,70.53224664027226,1,467.81412946663386,0.2959218895588348,6396.418000052071,178.10617616418432,-239.95801554849314,4.187874968876978,0.17142713472757154,1.5322862643243833,0.5081028238618512,-0.3713093938170525,1.3069488808729925,-0.22041313991040257,0.04793430044798713,CONFIRMED
4639,42.7116677057908,140.2639406786824,0.28486323405868974,0.3124755441049666,-0.22889315160835144,5.65666226739955,0.15665001421557556,434.5514293837472,22.321720946726845,1.2683344547192568,1.8453428152397446,-0.4275579119209034,2.135800170586907,0.6348143222686229,89.42959920392776,520.3171241738149,17.43464052172687,15.27394055015802,46.483517925993254,6.28471838792324,0.360912023882167,5.937567789374178,20.592473578753154,24.38485137539505,1,29.897141232505646,0.4600188814420996,5874.741381050791,158.17285592437923,-193.62142654063206,4.467884319425508,0.07076569479006778,0.9528728274932281,0.2840742710925508,-0.11497141232505648,0.9712014435993227,-0.112687149761851,0.12229575449548523,CONFIRMED
4640,8.796612213624242,138.48446237037592,0.3104996630956353,0.22850436025667595,-0.2565694155024112,3.040626424043524,0.12322736425573465,292.2307176993295,16.896311212045646,2.2748396097458743,0.6565531827684051,-0.8895492987018551,1.3876257541348076,0.04501676721797434,88.99558015354194,704.9698190076462,58.527800164401846,8.346485583312553,20.195271644531235,3.8033534435948675,0.582,3.8152853036555894,15.668484543872362,19.428772624044228,2,147.22736425573464,0.680151242256135,4909.060361984708,78.25083836089871,-84.99329311281026,4.5122374245865196,0.06900670688718974,0.8102676055788731,0.029003353443594868,-0.05700335344359487,0.7792608986916834,-0.028250838360898717,0.03784305805975757,CONFIRMED
4641,15.782459135746068,149.15929234399616,0.7009187549803252,0.15636914311368041,-0.49423189689683034,3.074728120536679,0.07263308071304976,523.6952204410577,16.653651970596155,6.1874897572314485,3.2486595234426305,-1.7815858433391263,1.3424893511157827,0.07145922074035146,88.3253636295615,408.03438992911805,6.721290406090983,1.2380690933578584,34.081921774741346,12.427890873719823,0.4458494394418525,7.0325008439437475,30.57039096456332,36.13345964347512,2,87.45496118666448,0.6780396608742323,3940.802649782099,71.87553244421088,-86.56223377789456,4.699566493331582,0.043459220740351454,0.5457038962982428,0.02772961037017573,-0.04031329866631631,0.5442875845943833,-0.03572961037017573,0.5535623905277056,CONFIRMED
4642,13.460486182207667,143.4714912997036,0.16325779474098434,0.3391104834604219,-0.14311048346042185,3.2608579543367973,0.14521327586491453,451.87049626986544,26.335410880883256,3.265848619231754,0.42733574078465164,-1.3794978718082131,1.3548603797753669,0.10794415191014668,89.70346417752904,525.0469443146394,17.99507483685819,5.528615924946515,31.427628529882337,3.241886067389985,0.661991096224786,4.973200733170771,16.35504396705481,20.382355195522607,1,97.37434179783004,0.5579800064047218,4535.1574277750615,134.8692835505807,-136.308377213478,4.612327397483191,0.048897207595507336,0.660242412629126,0.051383245573044,-0.058308377213478,0.6519619594605747,-0.05171954683144866,0.18729098440327063,CONFIRMED
4643,2.4642037161153545,154.34449274768838,0.5021943123243414,0.19459291542438925,-0.36574813638358616,2.2167843251651647,0.03816956330629331,203.45110642070094,4.774572988935014,2.287385723947562,0.9196429513217179,-0.5937181186638288,1.349926630258183,0.25290954981558356,85.10337500812358,1265.526882656754,609.9369328323346,328.94663791593854,7.973375008123583,2.714914597787003,0.4130100193652834,5.74931082272342,49.85372658678236,69.66661676747327,1,542.5562305534808,0.6481514850185575,5671.1344720295065,123.45477490779179,-136.0146739483634,4.516611257859843,0.030429095498155836,0.9142175852397414,0.17445844339488262,-0.059865527970493375,0.9975158771954814,-0.09273472442807759,0.28878734524020433,CONFIRMED
4644,17.48260125490082,137.34603997896312,0.5973061746492971,0.3228040311723461,-0.3799388219104864,2.2564774306696758,0.07234245280761513,812.0183676369405,38.575514554108096,7.462341100158649,6.213597018762344,-6.406797685748062,2.316693825350703,0.1498163236305946,89.30706117808951,567.0632505160324,24.45875287192725,5.540244428156326,49.35326614712756,19.766123492985944,0.5678710120561125,4.659710878203548,16.722071950257412,22.48061035988649,4,68.83469126753513,0.47416391487424747,5101.402015586173,100.98163236305946,-100.98163236305946,4.563451043318303,0.031742853082832444,0.7850162952104217,0.050908161815297295,-0.0388163236305946,0.8215305890447567,-0.0470918381847027,0.00555517396125392,CONFIRMED
4645,10.666243418224735,138.18570182437443,0.5554706914465477,0.3712470106582777,-0.3405412659203414,3.8862134456722854,0.1257879841467338,129.49402131655543,6.490580322431339,1.9962463450566914,1.4632287014792897,-1.5986372109921583,1.70388159605865,0.31070574473793633,88.25682707299815,1041.3412074339644,278.19838737933145,143.724266635935,20.244281257529263,7.570603716982163,0.3312153983610132,5.104715877072009,18.7989216625269,21.925896802516686,2,121.12948401258342,0.45624780022436795,6131.081946976912,128.8235638155159,-123.03528723689682,4.154411781907758,0.168,1.448599883027246,0.26258821809224203,-0.27464712763103183,1.092188101119488,-0.09251764361844841,0.205483818540978,CONFIRMED
4646,9.508522750458145,175.87992596553036,0.13436499165010418,0.3299085579505054,-0.09776416474422106,2.6698619638974144,0.02666458588423945,608.5174789959434,6.899664201845851,5.941545297806617,0.12442574145813018,-1.8918908344911296,2.2914516975415853,0.3273454453894529,89.58612880655576,832.0584638626773,113.41415788082548,44.13539606690262,27.890435418117026,1.617657125689628,0.3950507405051319,14.061433332388631,107.87650464017507,99.1709660491683,1,145.37902520486787,0.8325136124147453,5773.731186557404,94.52419495902642,-123.89650420081131,4.5007681243543605,0.0397211126127793,0.9224388672440171,0.13057258487707926,-0.0620900638730227,0.9775275529405679,-0.08247916302251507,0.035976494129209516,CONFIRMED
4647,5.7294158462028255,159.21687478941064,0.4351237114925547,0.1984173347816383,-0.30432702502152253,3.717814343575627,0.053984301999638634,224.16647577667476,4.695838105583131,0.8527853511610322,0.23771590723292263,-0.26825905027491587,1.8027348640300997,0.2796195029706548,86.94707455440178,1103.1521988117381,349.7766812717591,150.60671763027835,10.67028002538927,2.7958623445959585,0.4006107010626335,6.68183260137402,44.29847314034583,57.74411741303261,1,201.61236448818647,0.8492405548328674,5878.0142769649365,96.65755267358934,-112.35315505011317,4.345481581123853,0.08013792184680138,1.17790605438796,0.18607253016463485,-0.12067418692911883,1.1214815811238534,-0.06788585089119643,0.7197847667966882,CONFIRMED
4648,2.925500188010566,169.95626224651812,0.5557003860919636,0.0832408218842498,-0.39433300104702873,1.908464498634164,0.02313884677468068,594.1264962112316,7.487902367896478,1.8964345666373603,1.565499452913894,-0.4002566579386281,2.672774673977972,0.4796781056828176,86.48336259421583,1320.7791300598014,721.2680925144135,369.1883078802362,9.150934490378743,3.390888203640437,0.409037623025914,10.686183706867103,77.42506605109203,92.86481108172873,2,473.73583389823693,0.29473014737269576,5794.544958823569,115.98556794614515,-132.91786375870012,4.387059922781607,0.10194340254240125,1.0603385209372251,0.18331630747753258,-0.13299667467599144,0.9986792364406382,-0.08102108270187194,0.0,CONFIRMED
4649,7.394192677503658,141.82555983483905,0.09617732505925342,0.3436463874534438,-0.09617732505925342,3.5456135003969633,0.06631268631390903,445.585549813775,12.793916236033125,1.6880705725031442,0.11004531536457063,-0.5469079410331779,2.4794019993228185,0.3711960013543637,89.6599896242805,1039.5267873180073,276.59178542248026,105.5523912039834,16.41997545750684,1.1293812478838068,0.3706376439129469,6.385215435764856,39.886047223328745,37.37659875888801,2,178.2958876227392,0.8807024343004572,6054.288624619086,72.11752499153523,-90.70618752116194,4.353352574974606,0.07223920027087274,1.1769989624280495,0.1748918131560199,-0.10323920027087274,1.1429381247883805,-0.08047113753809149,0.0009412375042323866,CONFIRMED
4650,4.727515901396732,134.729931880168,0.21135368753990247,0.20435808521639023,-0.19035296861746343,2.062888121694722,0.03797150499781951,553.7616500072683,15.673471330960975,4.514351296416622,0.7115448653358676,-1.1509486838397267,1.342310766264878,0.08,88.96629207428147,626.7550955634634,36.416259302062436,7.069617937917561,16.90935258626244,1.637590917078049,0.5081,4.727155199829732,22.35417782657211,38.843050148853656,4,192.18631597443903,0.8949235959976976,4045.4173926009266,72.65174644931707,-87.49308609497561,4.696275837278536,0.023855167455707316,0.5680138278100487,0.031,-0.031,0.5850862440821951,-0.03507241627214634,0.001303492898634147,CONFIRMED
4651,4.152198190021234,133.53929563374578,0.17708211750159958,0.2752739376478116,-0.17708211750159958,2.2496079246828127,0.08632311245965545,215.54755633190362,10.547907191995073,3.0668228105807485,0.4550330516477998,-1.0491268707686556,1.1928757073745824,0.1,89.27657577940235,957.7260623521885,199.2905740303206,50.86698796172895,14.082194052892248,2.1013633089646677,0.5256,5.81627766900099,33.5989075496592,26.27539664589208,1,322.86303117609424,0.579887594398801,5275.575141474917,84.7533285314818,-101.09575059124624,4.560766961621129,0.020520609116329767,0.8352466714685182,0.07126030455816489,-0.034,0.9249587817673405,-0.06675332853148179,0.007671211029882226,CONFIRMED
4652,34.64338966166095,168.7187109316281,0.4058621659653944,0.0290265060382916,-0.4058621659653944,3.7158256864478654,0.08532840411712919,578.4095981701648,20.5904018298352,5.337120403775451,2.275333209204927,-0.5981220938026182,2.378794642268864,0.301205357731136,89.66527064684345,555.3616073193408,22.578909065879003,8.505680823425841,67.9836607648777,27.55159049407196,0.39405689170173025,6.475696749738034,23.446697980474422,31.2001951966826,6,32.412667429098,0.08916514912136647,5684.358538060407,113.0,-101.0,4.4090092077767995,0.094714006861882,0.97980998856353,0.1227170761208152,-0.0918284041171292,0.8980541293686904,-0.052,0.02706333714549,CONFIRMED
4653,0.6096105069009305,132.02701676219334,0.42255452266237986,0.0512674067121988,-0.40498020482657016,1.1447617150087943,0.035912235668764315,282.72602354180714,7.870298646310402,2.782490383163254,1.444729741551988,-0.16513760739209887,0.9569965862238314,0.04082508534440421,83.62158361387439,1183.9570818124193,467.11251946963125,83.85373897615267,3.7860068275523373,1.6165017068880843,0.524133310417214,4.129686568199903,30.025202054775967,47.690418010267614,1,2217.491551495026,0.9847210833419944,3853.769113600283,79.21783284317642,-88.62047792866359,4.69079539258426,0.04122773042989138,0.5646369452613725,0.02432013655104674,-0.03840264508548716,0.5699768769858492,-0.03282508534440421,0.037726109477254764,CONFIRMED
4654,6.199819749679439,174.04786965279825,0.12528887253501925,0.31684179568010634,-0.10774027722470264,2.9045326707670154,0.03633617692137282,1338.7742976551583,20.177969630891926,2.1519766606394977,0.22855347321991404,-0.8558624899300977,2.984568033434443,0.2712257023448417,89.52446006035923,826.1949240772299,110.45336374746941,31.33899567216523,16.35128997305988,0.9709567662111036,0.5282234343161446,10.28623967464819,78.26835738236133,79.05772170870114,3,201.4902809379367,0.40664940659367443,5200.300755514468,103.35097190620633,-103.35097190620633,4.559437365219318,0.02108909263999182,0.8322618792662145,0.074841252844143,-0.03245680334344432,0.9175210592055486,-0.05866576689103984,0.0,CONFIRMED
4655,28.37376439973775,154.92093586961357,0.03569716487586494,0.08670673104004231,-0.03569716487586494,5.326343396059773,0.008276159309148106,4612.017743323629,11.55599229344727,5.043016924480084,0.00645830396671985,-0.34459266274629535,12.568344068172571,2.3319255541936705,89.75880848633417,1179.4192084812646,770.1201980259572,372.8129063570191,58.90096687022942,0.08651421034579343,0.312228370279578,52.18482463254238,429.5303027135079,527.2034635275986,1,169.63228523371276,0.4612248720268612,6367.06453239097,80.21099324535864,-77.86241080742617,4.048559922934473,0.1689081581212236,1.8427425649384808,0.3419723432610126,-0.3933482351867509,1.3819450337732067,-0.14733014461194088,0.19321272950126656,CONFIRMED
4656,12.918478791225667,139.16355595047904,0.4201635630208943,0.19868149272872143,-0.34543759210600844,4.044461245320212,0.14863271260417885,383.14203843524956,22.60480656171051,1.192699999702125,1.0472424935016558,-0.5529881791975348,2.416291251732381,0.714756099377287,88.8117646883603,945.3780496886435,190.78093332779474,163.6727124552413,21.856793343126554,6.266284106658006,0.27857862278396883,5.307657258074778,17.383492946164157,22.48393099026091,1,54.28479137793656,0.6980903853872036,6589.532279431591,160.35581059556134,-230.3407463643607,4.3582883788088775,0.07479770463994803,1.194097560249085,0.35386513642663203,-0.15161047351109666,1.1921614046048286,-0.16272668542232327,0.1886671430049583,CONFIRMED
4657,5.199383146398901,132.765232919286,0.052963453770480146,0.40987881093372336,-0.052963453770480146,3.729792840142347,0.18824786975053737,115.95493277262958,8.127040336422256,0.8790319851507827,0.1680743809858542,-0.34857277140238635,1.1793239915894436,0.17,89.71585873955814,1084.4141260441845,327.0803312950741,124.67812911517915,10.766388950392876,2.0563340342130356,0.46050730924590394,3.9576339630096724,14.499464407073123,15.963946218103658,4,240.20280252316692,0.3362466593857524,5614.580382337832,75.95493277262958,-75.95493277262958,4.327067600841056,0.1321126680684261,1.110707063022092,0.1600225336136852,-0.1600225336136852,0.9566394621810366,-0.04995493277262957,0.05690134454740857,CONFIRMED
4658,25.125497497629055,148.51245265851452,0.49201820882502273,0.40959193231541025,-0.29262937699323255,4.9382896618212175,0.2126154636175213,712.8463908525639,44.096134095619675,1.4226366241885984,0.7648463741920662,-0.36894660007153024,2.3102577269586884,0.598163227073836,89.14926977361705,574.9785227534427,25.82634886808525,20.39559622776472,35.118240739164335,16.273041372115415,0.38720601362903606,4.53380264184418,13.566249829810085,17.76326454147672,1,35.61116816820982,0.5079802131656712,5738.3716500345445,178.58969092165248,-194.5725091244066,4.553978522753443,0.04320515453917377,0.8436283499654557,0.2190429544931147,-0.07720944998848524,0.9312137454377968,-0.10879484546082624,0.14522112197043868,CONFIRMED
4659,6.599349554478039,136.2256228697542,0.28207318106809254,0.33963665457974435,-0.2158030722857916,3.3181487092066373,0.16173821207120617,88.51875400683053,5.75570727572763,1.2851062002431903,0.44764676330481373,-0.6079154469694804,0.9425026669809898,0.14386387881645363,88.67253467075287,1002.2837635977876,238.64582675138874,101.05826968053917,14.219257521395116,3.2442927242723703,0.3789361211835464,3.103676092719193,14.44029633425404,17.242095157372994,2,202.14764241424123,0.23477149554882504,5797.15809685254,111.93193940822681,-107.98847876930515,4.367874333254752,0.13159163644936084,1.0057612545325958,0.14914764241424122,-0.13350053339619794,0.8629643695155195,-0.044283763597787615,0.17603861737600796,CONFIRMED
4660,48.52576363039696,178.08340791454333,0.3872779340736855,0.5537220659263146,-0.6002140668958224,6.039806356160753,0.39668247369116716,1054.9982980786187,27.235439546977016,1.4343068681940707,1.8286143189088777,-1.3204734105861027,2.694636414154771,0.22928303983782938,89.45180601577648,416.78525233562505,7.218893925171881,2.102826994535531,55.70399326194237,24.12516168253122,0.5131109586329984,13.006747157951441,42.83358618612995,51.72891667548021,3,20.571185439802672,0.018974497933192516,5181.179240040543,111.92796359950668,-109.24957451965467,4.54374906394324,0.04203584800810853,0.811358139696809,0.06724957451965467,-0.051607033447911205,0.8409644923761677,-0.05364220068746721,0.1714169011105282,CONFIRMED
4661,15.84153515344457,145.9458088668771,0.2726225292190938,0.18312235628836163,-0.26236783889455517,7.018630542739962,0.07204629961958874,380.7465038729375,6.526509224035994,0.3565193109544379,0.06953080454998263,-0.08685833112543556,2.0738864272619772,0.3441183495279272,88.94513811577518,757.8764495141622,77.96716916490956,35.60351465991353,16.528176989182047,2.382366990558543,0.3729,7.604340112605262,42.7394747257855,65.82795009166156,2,79.58816504720728,0.47166494606512005,6002.306275735639,104.9704126180182,-139.85845824547786,4.445140347557046,0.03397680777340504,1.05079527672108,0.17419432136309887,-0.06496521166010756,1.123029587381982,-0.08491763300944147,0.0038352660188829134,CONFIRMED
4662,0.9042709972749275,132.17546570795227,0.5247586335043001,0.2668529612150575,-0.376603447207975,1.4907254776529686,0.07523610777577149,129.8333564422436,6.882149799898821,1.6699071418949503,1.0414673587523666,-0.9197878881014994,0.9317342529076027,0.05,82.40594296742032,1586.5862111681001,1506.5425820700016,266.21237033034856,4.034695707072161,1.7340770916708825,0.5568470511724326,4.085722441437148,16.933114759500477,20.919066133063524,1,1382.5922908329117,0.8191796486072433,5072.394546882904,80.69269820848089,-73.31845816658235,4.481402632456837,0.08078194920898678,0.8557089312937957,0.04341886554215148,-0.0677596364588603,0.8072342838763279,-0.03068154183341765,0.23463491042404425,CONFIRMED
4663,11.252429199525336,137.5131458211492,0.9109414761504541,0.02234901077076268,-0.7092128815871247,4.48641795999431,0.12809690005128935,223.68220194899516,13.2519401333523,0.23584520363394246,1.484959400582751,-0.07240613079707159,1.6985464992306598,0.4733915017951271,82.1092282113121,808.145350076934,100.97492303436385,82.76368945185914,7.835126643168401,3.7408952333665244,0.33501880543339496,4.113266694302229,15.945599790887686,19.17577498717766,1,120.41859969226392,0.3696800315811343,6039.7926509488525,163.82365043595945,-181.82365043595945,4.522158899025502,0.046387600205157385,0.9014399518207719,0.2512461517181931,-0.08304845002564468,0.9851977016925484,-0.12092055048724878,0.5466858903063135,CONFIRMED
4664,21.248665529334453,168.41777480179172,0.8456222705472052,0.03175780033271941,-0.582242785024063,3.937709071968277,0.08132127544067502,642.9251168058937,13.545319800368357,1.5631161985571314,2.7996891996055053,-0.921179647538482,3.1739138069871076,0.5387578003327195,87.74471333445427,648.9937597338245,41.91707292846532,18.86719773378884,25.369604050157367,10.729777670607788,0.4695,7.62850657460426,38.70324044735704,51.77084635600976,2,64.25468019963165,0.07823055743841693,5393.8820202994475,80.0,-72.0,4.323751560066544,0.1546210998336403,1.0716210998336402,0.18136641963400865,-0.17913046023290358,0.8824968798669123,-0.032621099833640296,0.11190698136414957,CONFIRMED
4665,2.918408626247415,134.2760707804722,0.3724539855931813,0.12939757609114988,-0.3497264508812047,2.6607897330284405,0.08777371169341106,217.5577298395337,9.51224012261968,1.0963752266174334,0.45425266866275715,-0.1842059870595399,1.449430485825826,0.1627354911879527,87.27310252261172,1199.4811065134252,489.39939797090267,152.42459946662427,7.8959392551748815,2.6688663908055115,0.5207120233564653,4.5604139250795095,19.190990829710177,24.811281900406293,2,319.0750320309133,0.8566198911899401,5342.717410574457,80.97179524898428,-82.00958222213389,4.388812148965024,0.12079190068998416,0.9917541137168345,0.11027354911879526,-0.12482968766313376,0.8767269927965906,-0.03563225440602366,0.4323937826834483,CONFIRMED
4666,4.773661464434336,136.82200346373799,0.41269429077781083,0.27361663442355927,-0.2951795156171224,3.4374112648604753,0.19518872775608265,364.0581436905061,19.757539540720824,0.9942417402343073,0.5207320836006483,-0.42261395386526307,2.0303876246033736,0.6475147751606886,82.73832998596522,1081.4970449678624,324.4760580816447,308.0459824706285,8.590571867382579,1.4215670087869192,0.3485065704792124,3.826363452848128,18.508250027606646,20.768577272394495,1,246.75147751606886,0.8386116981466107,5987.248522483931,177.65374584655422,-204.73209628590018,4.504941030790823,0.046732096285900165,0.9383336085062237,0.29716343646163856,-0.0910850860222926,1.02514405523147,-0.1375425430111463,0.012490309384915658,CONFIRMED
4667,6.176978250495875,173.3284568899441,0.5896036226512681,0.1283031383858708,-0.436302290931237,2.9506505233801974,0.09771808344150588,546.8339541813752,30.642905568836216,2.3601279740899734,1.2495848202634126,-1.1043862113882599,2.5181064444066,0.3356530080097443,85.71373067608017,937.0279940401728,184.3758183090462,71.66912739817519,13.000063792087252,4.351772210833794,0.46431436952891153,9.262582152165027,59.7450644721152,32.534518532441595,2,180.6716334510021,0.7925872499544813,5487.126876513697,109.84981374558743,-109.84981374558743,4.439643639410829,0.07369590240292329,0.9673526355009192,0.1270792978210608,-0.08469590240292328,0.9287276215313476,-0.049683767926962684,0.27130601601948856,CONFIRMED
4668,7.589564779067328,134.27903288407722,0.26613577905872754,0.3638451796287657,-0.17788705092808565,2.8645419016610223,0.14199302210305317,229.3857864043006,13.935786894005485,3.0662426537205967,2.4172872902624554,-2.2274345808896805,1.303870558251344,0.09,89.34328682054975,792.6459393224466,93.4536041757582,19.973540606775533,19.87522834883862,4.906218203266047,0.542165989315752,4.397107749927907,14.613127307896484,20.13807087209655,3,151.83756310376305,0.6407818570761743,5153.26142233898,91.1928932021503,-86.28933980322546,4.485672587365858,0.07245431554113,0.8631662451587383,0.05506472087432803,-0.06703426456841469,0.8267423859235217,-0.03625761407647833,0.007968274273252876,CONFIRMED
4669,16.923494329728307,173.56240129892763,0.5030218642458564,0.13738557553608371,-0.3529727439220416,2.819091084471169,0.04438512210011582,764.6067571319941,14.50336455212269,3.2393661617970775,3.2225740552854596,-1.7740481980366172,1.600918512043612,0.09,89.29285916861056,424.86030636047764,8.537776806541796,1.6137649017676425,35.97081207678901,14.045804986652021,0.4360637846875914,10.770385231043647,47.83669979245307,58.110477022964176,2,76.98708097471945,0.6500537907923399,4106.357041569471,73.70116411366268,-88.01164113662686,4.705115133477615,0.023701164113662687,0.5580802100677343,0.029701164113662686,-0.030597671772674626,0.574781374181397,-0.036701164113662685,0.0,CONFIRMED
4670,63.84605681760098,150.78264896371334,0.8863383593422358,0.048299319262702645,-0.6291578601348845,4.343126854173093,0.1654780224177124,684.1401361474594,37.84150202853535,0.7954806073904201,9.519241620094794,-0.3815337476053098,2.6252018152994596,0.0812959636940108,88.83905378533467,348.54820875943784,3.596253427745385,0.45056054458983785,53.61499663175434,21.48336326753903,0.6377548208759437,6.160343904763973,18.515935631685547,21.191771436386595,1,23.028027229491897,0.09543380265706541,4707.285423915952,75.36076187871134,-84.71278003170595,4.5451838547760435,0.04960246716608001,0.7705937234403633,0.023360761878711344,-0.04276883449068973,0.7588423764011071,-0.02929596369401081,0.07002599464115877,CONFIRMED
4671,41.82835683446224,155.71867012937852,0.9289887400696613,0.05542256113899274,-0.07163657138857121,5.775060259353383,0.6109921521697639,632.2632476868448,38.168580882583754,0.4015001020456168,0.19192501720172617,-0.19937476500565765,3.3562872355833515,0.5389435971525182,87.42741188043289,495.15760740209663,14.237336814230629,6.183705940216443,22.8934752655938,9.747486946635146,0.5200928583912066,5.984837074048423,19.346022133569242,25.462974718836595,2,33.6844439857965,0.7253866721704421,5333.4222199289825,84.1596546621582,-82.42221992898249,4.379109734804871,0.13162974718836595,0.9983107790740597,0.16042051387893116,-0.12899863515995896,0.8664728222062898,-0.03805367316739976,0.36973061053297046,CONFIRMED
4672,8.877313452074173,134.66717337785295,0.44926501766276483,0.08653777786652952,-0.3908125446561407,4.515479283105452,0.12662774194192553,269.8759139806418,12.599268815486525,0.5935485672948305,0.28624360267028304,-0.22745947015861573,1.66119211455935,0.5349878135914421,87.970633693245,895.9951254365768,152.63673404250648,143.3903390659603,13.337081722384077,4.1245734757004735,0.3588,4.619037102126474,22.26186684060803,23.63844444666324,1,152.0024372817116,0.601024029258881,5974.506093204279,160.0,-195.0,4.469768888933265,0.05999512543657684,0.9854792831054515,0.3162481720387163,-0.11699025087315368,1.0440024372817116,-0.13712896058278132,0.042340573395823894,CONFIRMED
4673,6.823791569253042,137.56531181764976,0.6904546087741043,0.23566035943300503,-0.4603342770104981,3.213838322641341,0.09267962843552824,151.38184350964173,5.483422725941615,0.9307594466616874,1.6661014162805754,-0.009145663479410638,1.3981550456275902,0.185160409184087,86.77823500146422,997.8475863995764,234.6753406709992,92.66579209570403,12.274839590815912,5.2885031792890675,0.41322431960522155,4.88548869415966,25.502589953669936,31.336635884731546,1,209.84495437240992,0.8552707591448933,5632.451877244774,105.98127730334286,-107.23529997071552,4.344788885784602,0.10328873653135656,1.114636173677687,0.15670316838281617,-0.14689029584722368,0.9473903455983057,-0.06566309096233541,0.1912645507760387,CONFIRMED
4674,7.070162177167914,134.1385676837446,0.4691677151995937,0.292696115585678,-0.3356954742775013,2.6554477493271715,0.22249160205159982,194.55096805647537,20.012386247516506,2.2583293956682517,1.5738310213876465,-0.68012428037439,2.4967354791528695,1.321225798588116,88.3458969031549,1110.6535454776028,360.46286722864903,587.84310726923,18.04438771012697,6.2,0.5461645727895277,4.260931248468616,16.698120043210675,12.524387710126968,1,177.632901731742,0.5098667288604876,5009.609692753174,149.9387100705942,-134.9387100705942,3.91032709339289,0.6769993586918233,1.765693550352971,0.932265803463484,-1.01058969031549,0.9267967690822753,-0.157,0.35204834188166584,CONFIRMED
4675,1.9347514721237613,157.7417858128863,0.24544269082955195,0.4609375937902962,-0.13768196637252644,1.499506437250643,0.04756107115117203,577.9287451391939,19.39866494146819,4.406862955811699,1.3184235736777365,-1.2150686359528278,1.3895394566509143,0.07,88.72474049151732,895.6122121564589,156.3303906829176,29.753880982781997,9.55439151369111,2.8352233377916125,0.6325442846046881,5.091568955648527,28.605438006640235,34.52659767136106,2,672.1129624788282,0.1988192755556078,4210.594359636925,83.48439844757404,-83.48439844757404,4.675921241915501,0.02396879689514808,0.5880475549796471,0.029578007762129797,-0.028968796895148082,0.5976567658466289,-0.03403120310485192,0.0015468046572778783,CONFIRMED
4676,3.402805002543134,147.21183924702194,0.1273505526728731,0.31455582247685765,-0.1273505526728731,1.701029192800827,0.03476551337227131,862.6255005989228,18.986560946394004,7.196126722640363,0.3499355958703907,-2.5297502828581564,2.326783597634015,0.2492984141959101,89.29356959755975,1001.274707696878,241.70119736556578,83.40330449611419,16.19906823383148,0.9134202307949384,0.5363385151504734,6.347445642824284,46.091475201601384,57.75140958743795,1,421.38563196307757,0.3663244755239377,5104.123017744888,139.1346307652318,-128.5615088724438,4.5474209514824535,0.04107608520516703,0.8119182283992468,0.08738018579666329,-0.06104100591496253,0.8493391798817007,-0.06523394201108726,0.23326950175963548,CONFIRMED
4677,6.943191452711815,150.13190652612622,0.01737803776739092,0.39956193318076993,-0.01737803776739092,2.4610843311909667,0.03214929724007528,1070.8301597851155,17.042401162073567,4.1711368180935535,0.0879995369280507,-1.215793744436255,2.7322606100886224,0.4837803776739092,89.9623499273704,828.4878489304364,113.82619685363629,62.48027973017486,21.945566349539227,0.43520044365727995,0.5206782870719315,9.039040583513454,59.72173454482032,70.76590043577758,1,195.28477484824646,0.5046453162471173,5192.67305955627,169.3780377673909,-159.42401162073566,4.5037688155208215,0.0779821365436441,0.8556641278280924,0.1524751089443969,-0.09815710022884513,0.8500778925081951,-0.07293997094816083,0.49767056651086383,CONFIRMED
